,Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
702,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
703,TOTAL DE ESTUPRO (4),0.0,0.0,5.0,...,...,...,...,...,...,...,...,...,5.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
704,ESTUPRO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
705,ESTUPRO DE VULNERÁVEL,0.0,0.0,4.0,...,...,...,...,...,...,...,...,...,4.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
706,TOTAL DE ROUBO - OUTROS (1),5.0,6.0,9.0,...,...,...,...,...,...,...,...,...,20.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
707,ROUBO - OUTROS,4.0,5.0,7.0,...,...,...,...,...,...,...,...,...,16.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
708,ROUBO DE VEÍCULO,2.0,1.0,5.0,...,...,...,...,...,...,...,...,...,8.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
709,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
710,ROUBO DE CARGA,1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
711,FURTO - OUTROS,39.0,32.0,33.0,...,...,...,...,...,...,...,...,...,104.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
712,FURTO DE VEÍCULO,3.0,2.0,3.0,...,...,...,...,...,...,...,...,...,8.0,2022,Santa Isabel,Grande São Paulo (exclui a Capital)
713,HOMICÍDIO DOLOSO (2),1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
714,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
715,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
716,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
717,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
718,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
719,TENTATIVA DE HOMICÍDIO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
720,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
721,LESÃO CORPORAL DOLOSA,25.0,30.0,34.0,...,...,...,...,...,...,...,...,...,89.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
722,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14.0,7.0,18.0,...,...,...,...,...,...,...,...,...,39.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
723,LESÃO CORPORAL CULPOSA - OUTRAS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
724,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
725,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
726,TOTAL DE ESTUPRO (4),1.0,6.0,3.0,...,...,...,...,...,...,...,...,...,10.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
727,ESTUPRO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
728,ESTUPRO DE VULNERÁVEL,0.0,6.0,3.0,...,...,...,...,...,...,...,...,...,9.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
729,TOTAL DE ROUBO - OUTROS (1),9.0,10.0,12.0,...,...,...,...,...,...,...,...,...,31.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
730,ROUBO - OUTROS,9.0,10.0,12.0,...,...,...,...,...,...,...,...,...,31.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
731,ROUBO DE VEÍCULO,2.0,2.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
732,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
733,ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
734,FURTO - OUTROS,35.0,59.0,72.0,...,...,...,...,...,...,...,...,...,166.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
735,FURTO DE VEÍCULO,4.0,8.0,8.0,...,...,...,...,...,...,...,...,...,20.0,2022,Santana de Parnaíba,Grande São Paulo (exclui a Capital)
736,HOMICÍDIO DOLOSO (2),2.0,0.0,3.0,...,...,...,...,...,...,...,...,...,5.0,2022,Santo André,Grande São Paulo (exclui a Capital)
737,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3.0,0.0,3.0,...,...,...,...,...,...,...,...,...,6.0,2022,Santo André,Grande São Paulo (exclui a Capital)
738,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santo André,Grande São Paulo (exclui a Capital)
739,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santo André,Grande São Paulo (exclui a Capital)
740,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2.0,3.0,2.0,...,...,...,...,...,...,...,...,...,7.0,2022,Santo André,Grande São Paulo (exclui a Capital)
741,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santo André,Grande São Paulo (exclui a Capital)
742,TENTATIVA DE HOMICÍDIO,3.0,3.0,3.0,...,...,...,...,...,...,...,...,...,9.0,2022,Santo André,Grande São Paulo (exclui a Capital)
743,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santo André,Grande São Paulo (exclui a Capital)
744,LESÃO CORPORAL DOLOSA,123.0,107.0,148.0,...,...,...,...,...,...,...,...,...,378.0,2022,Santo André,Grande São Paulo (exclui a Capital)
745,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,35.0,44.0,61.0,...,...,...,...,...,...,...,...,...,140.0,2022,Santo André,Grande São Paulo (exclui a Capital)
746,LESÃO CORPORAL CULPOSA - OUTRAS,4.0,1.0,2.0,...,...,...,...,...,...,...,...,...,7.0,2022,Santo André,Grande São Paulo (exclui a Capital)
747,LATROCÍNIO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Santo André,Grande São Paulo (exclui a Capital)
748,Nº DE VÍTIMAS EM LATROCÍNIO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,Santo André,Grande São Paulo (exclui a Capital)
749,TOTAL DE ESTUPRO (4),10.0,14.0,17.0,...,...,...,...,...,...,...,...,...,41.0,2022,Santo André,Grande São Paulo (exclui a Capital)
750,ESTUPRO,2.0,1.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2022,Santo André,Grande São Paulo (exclui a Capital)
751,ESTUPRO DE VULNERÁVEL,8.0,13.0,15.0,...,...,...,...,...,...,...,...,...,36.0,2022,Santo André,Grande São Paulo (exclui a Capital)
752,TOTAL DE ROUBO - OUTROS (1),596.0,517.0,638.0,...,...,...,...,...,...,...,...,...,1.751,2022,Santo André,Grande São Paulo (exclui a Capital)
753,ROUBO - OUTROS,585.0,509.0,628.0,...,...,...,...,...,...,...,...,...,1.722,2022,Santo André,Grande São Paulo (exclui a Capital)
754,ROUBO DE VEÍCULO,142.0,112.0,170.0,...,...,...,...,...,...,...,...,...,424.0,2022,Santo André,Grande São Paulo (exclui a Capital)
755,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Santo André,Grande São Paulo (exclui a Capital)
756,ROUBO DE CARGA,11.0,8.0,10.0,...,...,...,...,...,...,...,...,...,29.0,2022,Santo André,Grande São Paulo (exclui a Capital)
757,FURTO - OUTROS,669.0,617.0,816.0,...,...,...,...,...,...,...,...,...,2.102,2022,Santo André,Grande São Paulo (exclui a Capital)
758,FURTO DE VEÍCULO,355.0,373.0,458.0,...,...,...,...,...,...,...,...,...,1.186,2022,Santo André,Grande São Paulo (exclui a Capital)
759,HOMICÍDIO DOLOSO (2),1.0,1.0,3.0,...,...,...,...,...,...,...,...,...,5.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
760,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1.0,1.0,3.0,...,...,...,...,...,...,...,...,...,5.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
761,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
762,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
763,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2.0,4.0,31.0,...,...,...,...,...,...,...,...,...,37.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
764,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,17.0,...,...,...,...,...,...,...,...,...,17.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
765,TENTATIVA DE HOMICÍDIO,6.0,2.0,2.0,...,...,...,...,...,...,...,...,...,10.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
766,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
767,LESÃO CORPORAL DOLOSA,184.0,139.0,96.0,...,...,...,...,...,...,...,...,...,419.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
768,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,60.0,61.0,49.0,...,...,...,...,...,...,...,...,...,170.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
769,LESÃO CORPORAL CULPOSA - OUTRAS,3.0,3.0,4.0,...,...,...,...,...,...,...,...,...,10.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
770,LATROCÍNIO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
771,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
772,TOTAL DE ESTUPRO (4),7.0,20.0,13.0,...,...,...,...,...,...,...,...,...,40.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
773,ESTUPRO,0.0,8.0,3.0,...,...,...,...,...,...,...,...,...,11.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
774,ESTUPRO DE VULNERÁVEL,7.0,12.0,10.0,...,...,...,...,...,...,...,...,...,29.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
775,TOTAL DE ROUBO - OUTROS (1),547.0,438.0,513.0,...,...,...,...,...,...,...,...,...,1.498,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
776,ROUBO - OUTROS,519.0,416.0,497.0,...,...,...,...,...,...,...,...,...,1.432,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
777,ROUBO DE VEÍCULO,168.0,153.0,179.0,...,...,...,...,...,...,...,...,...,500.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
778,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
779,ROUBO DE CARGA,28.0,22.0,16.0,...,...,...,...,...,...,...,...,...,66.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
780,FURTO - OUTROS,582.0,551.0,731.0,...,...,...,...,...,...,...,...,...,1.864,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
781,FURTO DE VEÍCULO,157.0,174.0,180.0,...,...,...,...,...,...,...,...,...,511.0,2022,São Bernardo do Campo,Grande São Paulo (exclui a Capital)
782,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
783,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
784,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
785,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
786,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
787,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
788,TENTATIVA DE HOMICÍDIO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
789,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
790,LESÃO CORPORAL DOLOSA,18.0,16.0,18.0,...,...,...,...,...,...,...,...,...,52.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
791,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13.0,18.0,21.0,...,...,...,...,...,...,...,...,...,52.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
792,LESÃO CORPORAL CULPOSA - OUTRAS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
793,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
794,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
795,TOTAL DE ESTUPRO (4),8.0,5.0,4.0,...,...,...,...,...,...,...,...,...,17.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
796,ESTUPRO,1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
797,ESTUPRO DE VULNERÁVEL,7.0,4.0,2.0,...,...,...,...,...,...,...,...,...,13.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
798,TOTAL DE ROUBO - OUTROS (1),99.0,76.0,82.0,...,...,...,...,...,...,...,...,...,257.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
799,ROUBO - OUTROS,97.0,73.0,80.0,...,...,...,...,...,...,...,...,...,250.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
800,ROUBO DE VEÍCULO,24.0,28.0,16.0,...,...,...,...,...,...,...,...,...,68.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
801,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
802,ROUBO DE CARGA,2.0,3.0,2.0,...,...,...,...,...,...,...,...,...,7.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
803,FURTO - OUTROS,143.0,106.0,162.0,...,...,...,...,...,...,...,...,...,411.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
804,FURTO DE VEÍCULO,44.0,44.0,42.0,...,...,...,...,...,...,...,...,...,130.0,2022,São Caetano do Sul,Grande São Paulo (exclui a Capital)
805,HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
806,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
807,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
808,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
809,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
810,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
811,TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
812,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
813,LESÃO CORPORAL DOLOSA,1.0,6.0,4.0,...,...,...,...,...,...,...,...,...,11.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
814,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3.0,0.0,2.0,...,...,...,...,...,...,...,...,...,5.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
815,LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
816,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
817,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
818,TOTAL DE ESTUPRO (4),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
819,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
820,ESTUPRO DE VULNERÁVEL,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
821,TOTAL DE ROUBO - OUTROS (1),4.0,3.0,2.0,...,...,...,...,...,...,...,...,...,9.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
822,ROUBO - OUTROS,3.0,2.0,0.0,...,...,...,...,...,...,...,...,...,5.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
823,ROUBO DE VEÍCULO,3.0,5.0,1.0,...,...,...,...,...,...,...,...,...,9.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
824,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
825,ROUBO DE CARGA,1.0,1.0,2.0,...,...,...,...,...,...,...,...,...,4.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
826,FURTO - OUTROS,13.0,2.0,12.0,...,...,...,...,...,...,...,...,...,27.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
827,FURTO DE VEÍCULO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2022,São Lourenço da Serra,Grande São Paulo (exclui a Capital)
828,HOMICÍDIO DOLOSO (2),1.0,2.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Suzano,Grande São Paulo (exclui a Capital)
829,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1.0,2.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Suzano,Grande São Paulo (exclui a Capital)
830,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Suzano,Grande São Paulo (exclui a Capital)
831,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Suzano,Grande São Paulo (exclui a Capital)
832,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2022,Suzano,Grande São Paulo (exclui a Capital)
833,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Suzano,Grande São Paulo (exclui a Capital)
834,TENTATIVA DE HOMICÍDIO,2.0,3.0,0.0,...,...,...,...,...,...,...,...,...,5.0,2022,Suzano,Grande São Paulo (exclui a Capital)
835,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Suzano,Grande São Paulo (exclui a Capital)
836,LESÃO CORPORAL DOLOSA,60.0,73.0,77.0,...,...,...,...,...,...,...,...,...,210.0,2022,Suzano,Grande São Paulo (exclui a Capital)
837,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17.0,12.0,20.0,...,...,...,...,...,...,...,...,...,49.0,2022,Suzano,Grande São Paulo (exclui a Capital)
838,LESÃO CORPORAL CULPOSA - OUTRAS,1.0,0.0,3.0,...,...,...,...,...,...,...,...,...,4.0,2022,Suzano,Grande São Paulo (exclui a Capital)
839,LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Suzano,Grande São Paulo (exclui a Capital)
840,Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Suzano,Grande São Paulo (exclui a Capital)
841,TOTAL DE ESTUPRO (4),4.0,5.0,3.0,...,...,...,...,...,...,...,...,...,12.0,2022,Suzano,Grande São Paulo (exclui a Capital)
842,ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Suzano,Grande São Paulo (exclui a Capital)
843,ESTUPRO DE VULNERÁVEL,4.0,5.0,3.0,...,...,...,...,...,...,...,...,...,12.0,2022,Suzano,Grande São Paulo (exclui a Capital)
844,TOTAL DE ROUBO - OUTROS (1),154.0,167.0,138.0,...,...,...,...,...,...,...,...,...,459.0,2022,Suzano,Grande São Paulo (exclui a Capital)
845,ROUBO - OUTROS,150.0,163.0,133.0,...,...,...,...,...,...,...,...,...,446.0,2022,Suzano,Grande São Paulo (exclui a Capital)
846,ROUBO DE VEÍCULO,39.0,32.0,39.0,...,...,...,...,...,...,...,...,...,110.0,2022,Suzano,Grande São Paulo (exclui a Capital)
847,ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Suzano,Grande São Paulo (exclui a Capital)
848,ROUBO DE CARGA,4.0,4.0,5.0,...,...,...,...,...,...,...,...,...,13.0,2022,Suzano,Grande São Paulo (exclui a Capital)
849,FURTO - OUTROS,220.0,172.0,247.0,...,...,...,...,...,...,...,...,...,639.0,2022,Suzano,Grande São Paulo (exclui a Capital)
850,FURTO DE VEÍCULO,64.0,69.0,78.0,...,...,...,...,...,...,...,...,...,211.0,2022,Suzano,Grande São Paulo (exclui a Capital)
851,HOMICÍDIO DOLOSO (2),1.0,3.0,3.0,...,...,...,...,...,...,...,...,...,7.0,2022,Taboão da Serra,Grande São Paulo (exclui a Capital)
852,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1.0,3.0,3.0,...,...,...,...,...,...,...,...,...,7.0,2022,Taboão da Serra,Grande São Paulo (exclui a Capital)
853,HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Taboão da Serra,Grande São Paulo (exclui a Capital)
854,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Taboão da Serra,Grande São Paulo (exclui a Capital)
855,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2022,Taboão da Serra,Grande São Paulo (exclui a Capital)
856,HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Taboão da Serra,Grande São Paulo (exclui a Capital)
857,TENTATIVA DE HOMICÍDIO,0.0,3.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2022,Taboão da Serra,Grande São Paulo (exclui a Capital)
858,LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2022,Taboão da Serra,Grande São Paulo (exclui a Capital)
